item,count,stddev,mean
1,70,0.5202014063523647,4.357408036504473
2,70,0.6610051376827037,3.5482354164123535
3,70,0.5643411801909589,2.979846041543143
4,70,0.6160075838149476,2.7818921191351755
5,70,0.5059846720271914,4.431594831602914
6,70,0.5046963712247043,3.9195280722209387
7,70,0.5579540876754049,3.5164660828454153
9,70,0,5.0
10,70,0.435880041643358,3.9380423784255982
11,70,0.5338928431896885,3.5636387722832814
13,70,0.8463928095113415,3.3546322618212017
14,70,0.6538889042512089,4.012691409247262
15,70,0,2.0
16,70,0.3703176627124807,3.8719777175358363
17,70,0.5592252560796247,3.947797874041966
18,70,0,4.0
19,70,0,2.0
21,70,0.5384909482145263,3.403978889329093
22,70,0,4.0
23,70,0,3.0
24,70,0.6121440994922024,3.147109669872693
25,70,0.49791886301836563,4.077707747050694
26,70,0.6445944203754131,3.6799967306000845
28,70,0.5388650494537062,3.492286596979414
29,70,0.47990938224800955,3.898844882420131
30,70,0.5148392473751845,3.9852943522589546
32,70,0.5101381981292129,3.984803421156747
34,70,0.6469630759321765,3.7009294986724854
35,70,0.5997256608839867,3.4890735285622734
36,70,0.44337755406336254,3.7312161786215645
38,70,0,2.0
39,70,0.457390033831592,3.655495606149946
40,70,0,5.0
41,70,0.6059686605416493,4.5490321363721575
42,70,0,3.0
44,70,0,4.0
45,70,0.41094196228844826,4.484206935337611
46,70,0.8199036180388243,4.1217804023197715
47,70,0.753620965096406,3.6977947473526003
48,70,0.5775266069158523,3.1107640453747343
50,70,0.49955458864555735,4.486605501174926
52,70,0.6069482871726332,3.746167962891715
54,70,0,2.0
55,70,0,3.0
58,70,0.5019607713317921,3.9874695198876515
60,70,0.6293929422983352,3.0811723947525023
62,70,0.40174117285523137,4.093518648828779
64,70,0.6410072458483108,2.0081775188446045
65,70,0.5723794593478632,2.760526386329106
66,70,0.5650157567024003,1.1443213083914348
70,70,0.4208498170407748,3.567207373891558
73,70,0.5429796823052823,3.8892119407653807
74,70,0.5786145909709568,3.843167795453753
76,70,0.46441071366094017,2.7974469934191024
78,70,0,3.0
79,70,0,3.0
81,70,0.5014419535674808,3.8422716413225446
82,70,0,5.0
85,70,0.602845803536544,1.8615393847227097
86,70,0.6338202613674366,3.131480480943407
88,70,0,4.0
89,70,0,4.0
92,70,0,1.0
93,70,0,1.0
94,70,0.5438837627633871,3.477755912712642
95,70,0.5995930096411142,2.461323286805834
100,70,0.4700738834614474,3.843564053944179
104,70,0.526749386310783,3.322002785546439
105,70,0.5191654826559572,3.6991998842784337
107,70,0.6374409593084974,3.4430925948279243
110,70,0.6879829573826988,3.9852640186037336
111,70,0.46806111832326674,4.022796985081264
112,70,0.6248513661979468,2.4267386010714938
113,70,0,3.0
116,70,0,3.0
118,70,0.6959012846669401,4.14733282838549
122,70,0.6869551998928894,3.0472248656409127
123,70,0.48670027700024404,4.2990429401397705
125,70,0.6986789929734532,3.2227999329566956
126,70,0,1.0
132,70,0,3.0
135,70,0,2.0
140,70,0,4.0
141,70,0.49079438103401285,3.665348390170506
144,70,0.4502382631744924,3.0718246289661955
145,70,0.8244913281482853,2.1321010879107885
148,70,0,5.0
150,70,0.5259813014572806,4.066559767723083
151,70,0.46126366690495846,3.581909792763846
153,70,0.4725583538970503,2.9203809840338573
154,70,0.48871867022796683,3.757744492803301
155,70,0,3.0
157,70,0,3.0
158,70,0.6258130601158736,2.7084353089332582
159,70,0,5.0
160,70,0.37527893416862856,2.2884795819010053
161,70,0.4202697781484249,3.500874274117606
162,70,0.6590346460650207,3.83436593243054
163,70,0.521928229175857,3.85569406918117
164,70,0.5357327963345428,3.569804879597255
165,70,0.4868759377201834,3.2095266682761054
166,70,0,3.0
168,70,0.5186150795424966,3.160216430255345
170,70,0.542874538346118,2.688310238293239
172,70,0.3859135367528543,3.4016891717910767
173,70,0.3947590156350185,2.813755590575082
175,70,0.619535179288014,2.029098205907004
176,70,0,4.0
177,70,0,4.0
178,70,0,3.0
180,70,0.49868063952120273,3.0950269648006983
182,70,0,2.0
184,70,0,5.0
185,70,0.41955936178727105,2.756503689289093
186,70,0.5952207812928725,2.5911714128085546
187,70,0,3.0
188,70,0,5.0
190,70,0,5.0
193,70,0,4.0
194,70,0,3.0
195,70,0.6199300371440312,3.13080347265516
196,70,0.4065543833590164,3.1481496027537754
198,70,0.4200393945282707,3.731943896838597
199,70,0.47097680988966373,4.170940753391811
202,70,0,2.0
203,70,0,4.0
205,70,0,2.0
207,70,0.7072780279582725,5.028026165281023
208,70,0.5542418111467866,2.7757740122931343
215,70,0.6425719122608085,3.355326506069728
216,70,0.5486977202565002,2.9186016031673976
217,70,0,3.0
218,70,0,3.0
222,70,0.47911996319604666,3.558032579081399
223,70,0.6715438885056418,3.9166860342025758
224,70,0.5089365282995484,3.2352195262908934
225,70,0,2.0
229,70,0.6813549614029528,4.0517418691090175
230,70,0.41484940239373225,3.6928865807397027
231,70,0.4881282374045787,3.1828063930783954
232,70,0.4722197535222841,4.17370753288269
233,70,0.43963708000670987,4.258272692135402
234,70,0.46765927591983303,2.961802431515285
235,70,0.5204350555893617,3.4748135907309394
236,70,0.5531204759159357,3.1997184276580812
237,70,0.5971544158324583,3.6036182727132524
239,70,0,2.0
242,70,0,2.0
246,70,0.46965095966114845,4.280151411465236
247,70,0.46585512133597257,4.018299457005092
248,70,0.5103736627161899,3.418497235434396
249,70,0.4793381533195375,3.3330406188964843
252,70,0.5035748047776025,3.8436891862324307
253,70,0.5370998992972731,3.639594439097813
254,70,0,4.0
256,70,0.5069516833403855,3.138732636826379
257,70,0.5133838049736097,3.3273432322910854
258,70,0,1.0
259,70,0,4.0
260,70,0.5032748587505617,4.516309417997088
261,70,0.4956049705545983,3.5250604510307313
262,70,0,5.0
265,70,0.48214201336327783,3.686366307735443
266,70,0.5719134721291937,3.5537044508116584
267,70,0.4374894137958311,2.476958177770887
268,70,0,4.0
269,70,0.4199204644422393,3.637832086426871
272,70,0.579066112929297,3.7893813167299544
275,70,0,4.0
276,70,0.45195336897500893,3.1287909082004
277,70,0.5464882958459493,2.9962639451026916
278,70,0,3.0
279,70,0,5.0
280,70,0.5609694116467554,3.726357579231262
281,70,0.4700738834614474,3.843564053944179
282,70,0.46905696602855845,4.132174631527492
287,70,0,2.0
288,70,0.5921340999661409,3.06420248235975
289,70,0,5.0
290,70,0,5.0
291,70,0,1.0
292,70,0.43772221516025434,3.3906773788588387
293,70,0.47081554378663415,3.9222666604178293
296,70,0.6235119745416464,4.052110736710684
299,70,0,3.0
300,70,0.46974387047786376,3.731730512210301
302,70,0.5570135638474987,4.021476207460676
303,70,0.39769580124260984,3.474576302937099
305,70,0,2.0
307,70,0,5.0
309,70,0,3.0
312,70,0,2.0
313,70,0,4.0
314,70,0,3.0
315,70,0,3.0
316,70,0.44173467831520646,3.4864158153533937
317,70,0.4744009937610069,2.9650863323892866
318,70,0.5255369807021747,4.339633195740836
319,70,0.43952839076446615,3.4313399621418545
321,70,0.9871050501507181,4.312345400878361
322,70,0,5.0
326,70,0,5.0
327,70,0.40659437915070823,2.0750109842845372
329,70,0.49036967029249956,3.4203008004597257
330,70,0.4872084076637826,3.146096502031599
333,70,0.43571610929229054,3.041204251561846
334,70,0,4.0
336,70,0,3.0
337,70,0.5081714134047246,3.1295363528387887
339,70,0.4665666290532576,3.913143505368914
340,70,0.4164947427872655,2.786374020576477
341,70,0,5.0
342,70,0.4966517948406891,3.3419092757361275
344,70,0.4691302636684087,3.175697336878095
345,70,0.43714844874850806,4.30068324634007
346,70,0,3.0
348,70,0.560318540203904,3.2415610228266036
349,70,0.5015826763558853,3.7308177403041296
350,70,0.4520002507270492,3.7445573500224523
351,70,0,4.0
353,70,0.5817171696043767,3.474064142363412
355,70,0.5071028025751525,3.0509840863091604
356,70,0.5661555494252086,4.505362146241325
357,70,0.8380736659672056,3.268370870181492
358,70,0,4.0
360,70,0.5515522604216128,2.2358372543539318
361,70,0.5543410026489591,4.242086795398167
364,70,0.4279142853075538,3.9525288922446116
365,70,0,3.0
366,70,0,5.0
367,70,0.4061583047499226,3.432505740438189
368,70,0.4783218764212935,3.351757686478751
370,70,0.4139092253297751,2.660290358747755
371,70,0.5234603349957799,3.6848152330943518
372,70,0.5509878724229754,1.9570497614996774
374,70,0,2.0
376,70,0.5931029185270308,2.9198325506278446
377,70,0.5873366737716191,3.6632912363324848
378,70,0.6853472338061806,3.664444249016898
379,70,0.5911168308137295,2.356629584516798
380,70,0.4625302799482545,3.51758371421269
381,70,0.5318129430980777,3.599194698674338
382,70,0.43489053463557853,2.7138916049684796
383,70,0.5636095942562923,3.6189452614103046
392,70,0,4.0
393,70,0,2.0
405,70,0.5938105891953515,0.6388348118668156
410,70,0.5820535526632833,2.7077024034091406
412,70,0.6015881919293207,4.137534550258091
413,70,0.4702049589556248,3.0004938500268117
415,70,0,3.0
416,70,0,3.0
418,70,0,2.0
419,70,0,2.0
420,70,0,4.0
421,70,0.5887197935146992,3.880586848940168
423,70,0.7306894890746386,2.8185839431626456
424,70,0,3.0
425,70,0,4.0
427,70,0,1.0
428,70,0.6286343604952819,3.9352487734385897
429,70,0.4663543141076368,2.7154618109975543
431,70,0.395205756513931,3.7165866749627248
432,70,0.5330327416797731,3.01994708946773
434,70,0.5499156286926751,2.9378831599439894
435,70,0.4598070839267781,2.776141207558768
436,70,0,3.0
437,70,0,2.0
440,70,0.4747705309894019,3.579986769812448
441,70,0.4687541766693619,2.6883759243147716
442,70,0.39261752881023826,3.0198215109961373
445,70,0.6967085789066086,2.543757392678942
446,70,0.5456274499743214,4.289636162349156
447,70,0,3.0
448,70,0,5.0
449,70,0,5.0
450,70,0.43346588892593163,3.123065299647195
451,70,0,3.0
453,70,0,3.0
454,70,0.5317881539532575,3.433905591283526
455,70,0.5327220567950252,2.687545111243214
456,70,0,5.0
457,70,0.5870984088718677,3.9281755447387696
459,70,0.6437787306750661,2.860061342375619
461,70,0,3.0
463,70,0,3.0
