item,count,stddev,mean
1,6040,0.5901573970559808,4.163302866867836
2,6040,0.4946697649927034,3.1415060358923794
3,6040,0.47832889083275076,2.9926903050960294
4,6040,0.40916402070969154,2.789480729978408
5,6040,0.43837625468241287,2.961031419423637
6,6040,0.5101371298694766,3.8472611577108204
7,6040,0.45602455537090025,3.317137449081765
8,6040,0.39760431284528047,3.0654745220052484
9,6040,0.4121449078268128,2.537998035663295
10,6040,0.49477419233031134,3.4874671449231
11,6040,0.5009171907900417,3.743285270203028
12,6040,0.4295312949773102,2.2647831868178314
13,6040,0.4014010945460939,3.301225215117663
14,6040,0.3928041645749068,3.5984658049234493
15,6040,0.42615093745149873,2.4326494575669337
16,6040,0.4687988439966303,3.8493963288945077
17,6040,0.4835861211531888,4.0328520830893355
18,6040,0.41832243901072796,3.3037550983740793
19,6040,0.47768976470961055,2.481008086662234
20,6040,0.41164736207456076,2.551797920169728
21,6040,0.5553169940614603,3.6445919539853437
22,6040,0.44247124523737563,3.314426481921152
23,6040,0.41080635413560385,2.7211016297784467
24,6040,0.49937140214616893,3.134201473515752
25,6040,0.5607814698947451,3.712460887905778
26,6040,0.39637015791999264,3.5538884068265655
27,6040,0.3951793846051566,2.9880284687047762
28,6040,0.3973650966855043,4.1125782159582664
29,6040,0.45012647207955514,4.094929007228637
30,6040,0.3832174787489127,3.6840960676109553
31,6040,0.4122276519664225,3.044912171595736
32,6040,0.5839129235514865,3.977307754616864
33,6040,0.40245710282723146,2.804301108146165
34,6040,0.6417160358307354,3.938534587878265
35,6040,0.37915163185301276,3.2287411348018424
36,6040,0.48387957180192576,3.9996210239580927
37,6040,0.4145357133202412,3.5571657824003142
38,6040,0.4286947463695514,2.340337044053822
39,6040,0.5649123271180516,3.6523753562806456
40,6040,0.38078958778041827,3.918796224349382
41,6040,0.40035669567201815,4.015327224944601
42,6040,0.41953333096631773,2.9004168988557053
43,6040,0.39746868913116457,3.4220077047580917
44,6040,0.450718007408829,2.736987136811363
45,6040,0.4655350854579992,3.498236997751211
46,6040,0.4077177123161035,3.058190094023351
47,6040,0.5365788170562718,4.119786579423393
48,6040,0.46314498276224997,2.9380089454106146
49,6040,0.38353329267896985,3.8344573228367116
50,6040,0.5216690533189845,4.536178864015649
52,6040,0.43843921509228634,3.701282380886425
53,6040,0.4304888621149896,4.859350299243106
54,6040,0.41421314481335686,2.3830132061573956
55,6040,0.39282777534609314,3.333984246701989
56,6040,0.487663327979286,1.86029650232437
57,6040,0.39347876060461706,3.4848381099321983
58,6040,0.4405930455355445,4.096309343177751
59,6040,0.40886789046554306,3.0992211250674644
60,6040,0.44027471521624806,3.1943213309377234
61,6040,0.39672722997903076,2.810253904167785
62,6040,0.4770955865769312,3.6480646828744585
63,6040,0.4191503397018417,2.754117207552325
64,6040,0.4013945914511743,2.215196776930366
65,6040,0.4228833400475894,2.0878485782852163
66,6040,0.40178121075858275,1.688195752681677
67,6040,0.38010352667305897,3.3055877486206837
68,6040,0.3794312854485586,3.4645981403474777
69,6040,0.4412585432503907,3.6859523109055514
70,6040,0.5801062443222895,3.14042817792849
71,6040,0.4124668996204208,2.04618194507842
72,6040,0.3932110494539382,3.7577993003343115
73,6040,0.41699391186353674,3.7849916300828883
74,6040,0.4159327516518981,2.9113886665873574
75,6040,0.4206901444105846,1.8165733323395499
76,6040,0.4155329515344117,2.7922227653693286
77,6040,0.3823760022544294,3.8711439063217465
78,6040,0.3852185482333417,3.395178695644764
79,6040,0.40479019689301654,2.577952761084014
80,6040,0.3770568072034506,3.7858420013591942
81,6040,0.4182377281503368,3.2562877982657477
82,6040,0.39707026510270743,3.9259656115083503
83,6040,0.38200267387518994,3.7751908777762724
84,6040,0.38531361293291383,3.103431475275992
85,6040,0.40870451595797724,3.4991140608755957
86,6040,0.4158570099528827,3.3405797344268553
87,6040,0.39912969740553766,2.261005601952961
88,6040,0.4335551842505844,2.896574529102504
89,6040,0.4126288736116545,3.0551262435090067
90,6040,0.42466602461017444,3.7862303412118496
92,6040,0.39638211239937454,2.544597775713596
93,6040,0.39819758125225657,2.246211948333345
94,6040,0.40453254360694096,3.766323105566549
95,6040,0.5008404958585061,2.8603924709612762
96,6040,0.37591136455216023,4.010270173679914
97,6040,0.3905475146493722,3.9076546247826505
98,6040,0.38085872382954117,2.3793091352537137
99,6040,0.38712304854744933,3.599591947016337
100,6040,0.401170945189544,3.0643373402439997
101,6040,0.4158597238077104,3.9032815118893884
102,6040,0.3918427261736105,1.751829844602501
103,6040,0.39245080844977653,3.1554941848019102
104,6040,0.5345906517060672,3.4746020080040623
105,6040,0.45767755748635913,3.212619515464006
106,6040,0.48618732144845994,3.423201073701216
107,6040,0.4373376570632099,3.172411470460576
108,6040,0.4230461385179289,3.693539192976541
110,6040,0.6678650277052474,4.228362285597435
111,6040,0.5218415578141644,4.240164919089008
112,6040,0.4664271123682523,3.45373335251745
113,6040,0.38439657110819836,3.151469660703315
114,6040,0.39711427165437535,3.2515009973124163
116,6040,0.38374696658899443,4.101773587145552
117,6040,0.38693854525067467,3.6910554896719407
118,6040,0.4036222044419707,3.1262104977341676
119,6040,0.3857545511244649,2.562367202345257
